,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
14,14.0,048-aa048,low,high,h042.png,10.0,2.0,vicarious,99.0,aa048*L.mp4,aa048t2aaunaff_L.mp4,1.0,1.0611,0.3045
15,15.0,108-th108,med,low,h035.png,17.0,3.0,vicarious,99.0,th108*M.mp4,th108t2aaunaff_M.mp4,1.0,3.4950,0.4671
16,16.0,109-ib109,high,low,l002.png,31.0,5.0,vicarious,99.0,ib109*H.mp4,ib109t1aiaff_H.mp4,1.0,0.7939,0.3045
17,17.0,106-nm106,high,high,h006.png,26.0,6.0,vicarious,99.0,nm106*H.mp4,nm106t1afaff_H.mp4,1.0,3.1759,0.4244
18,18.0,080-bn080,low,low,l008.png,5.0,1.0,vicarious,99.0,bn080*L.mp4,bn080t1afunaff_L.mp4,1.0,1.9262,0.3777
19,19.0,103-jk103,low,low,l054.png,7.0,1.0,vicarious,99.0,jk103*L.mp4,jk103t1aaunaff_L.mp4,1.0,4.0000,0.2915
20,20.0,048-aa048,med,high,h031.png,20.0,4.0,vicarious,99.0,aa048*M.mp4,aa048t2afunaff_M.mp4,1.0,2.8023,0.0394
21,21.0,066-mg066,med,high,h019.png,16.0,4.0,vicarious,99.0,mg066*M.mp4,mg066t2aaunaff_M.mp4,1.0,0.6651,0.8101
22,22.0,106-nm106,med,high,h051.png,22.0,4.0,vicarious,99.0,nm106*M.mp4,nm106t2aaunaff_M.mp4,1.0,0.8551,0.5939
23,23.0,047-jl047,low,high,h033.png,8.0,2.0,vicarious,99.0,jl047*L.mp4,jl047t1aaunaff_L.mp4,1.0,3.7240,0.2914
24,24.0,115-jy115,low,low,l050.png,9.0,1.0,vicarious,99.0,jy115*L.mp4,jy115t1aaunaff_L.mp4,1.0,0.8793,0.0272
25,25.0,080-bn080,med,low,l031.png,13.0,3.0,vicarious,99.0,bn080*M.mp4,bn080t1aeaff_M.mp4,1.0,4.0000,0.4821
26,26.0,043-jh043,med,high,h027.png,12.0,4.0,vicarious,99.0,jh043*M.mp4,jh043t2aeunaff_M.mp4,1.0,0.3425,0.8101
27,27.0,064-ak064,low,high,h039.png,6.0,2.0,vicarious,99.0,ak064*L.mp4,ak064t1afunaff_L.mp4,1.0,4.0000,0.3044
28,28.0,066-mg066,low,high,h043.png,0.0,2.0,vicarious,99.0,mg066*L.mp4,mg066t2aeunaff_L.mp4,1.0,0.2144,0.3044
29,29.0,080-bn080,high,high,h003.png,32.0,6.0,vicarious,99.0,bn080*H.mp4,bn080t1afaff_H.mp4,1.0,0.9864,0.3044
30,30.0,095-tv095,med,high,h023.png,18.0,4.0,vicarious,99.0,tv095*M.mp4,tv095t2afaff_M.mp4,1.0,2.0626,0.2945
31,31.0,066-mg066,high,low,h036.png,29.0,5.0,vicarious,99.0,mg066*H.mp4,mg066t1aaaff_H.mp4,1.0,3.2269,0.1996
32,32.0,047-jl047,med,low,l025.png,23.0,3.0,vicarious,99.0,jl047*M.mp4,jl047t1aiunaff_M.mp4,1.0,1.0611,0.4671
33,33.0,064-ak064,high,high,h015.png,28.0,6.0,vicarious,99.0,ak064*H.mp4,ak064t1aaaff_H.mp4,1.0,2.4898,0.2227
34,34.0,095-tv095,high,low,h033.png,27.0,5.0,vicarious,99.0,tv095*H.mp4,tv095t1afaff_H.mp4,1.0,1.0611,0.6635
35,35.0,115-jy115,high,high,h045.png,34.0,6.0,vicarious,99.0,jy115*H.mp4,jy115t2aaaff_H.mp4,1.0,3.1759,2.0000
36,,,,,,,,,,,,,ISI1,ISI2
37,,,,,,,,,,,,,3.1189,0.1482
38,,,,,,,,,,,,,2.7220,0.3070
39,,,,,,,,,,,,,2.2473,0.3978
40,,,,,,,,,,,,,2.5117,0.0259
41,,,,,,,,,,,,,4.0000,0.3978
42,,,,,,,,,,,,,2.2473,1.3320
43,,,,,,,,,,,,,4.0000,0.0259
44,,,,,,,,,,,,,0.0273,0.6432
45,,,,,,,,,,,,,3.7234,0.1813
46,,,,,,,,,,,,,4.0000,0.1470
47,,,,,,,,,,,,,1.9470,0.5471
48,,,,,,,,,,,,,4.0000,0.1108
49,,,,,,,,,,,,,1.8416,0.2694
50,,,,,,,,,,,,,4.0000,2.0000
51,,,,,,,,,,,,,1.3899,1.3052
52,,,,,,,,,,,,,2.1069,0.3532
53,,,,,,,,,,,,,0.7215,0.0757
54,,,,,,,,,,,,,1.3210,0.3978
55,,,,,,,,,,,,,2.2473,0.1470
56,,,,,,,,,,,,,3.8577,0.3291
57,,,,,,,,,,,,,0.9079,1.2229
58,,,,,,,,,,,,,4.0000,0.0983
59,,,,,,,,,,,,,0.4753,0.3978
60,,,,,,,,,,,,,0.6689,0.7956
61,,,,,,,,,,,,,3.7234,0.1813
62,,,,,,,,,,,,,3.4232,1.2229
63,,,,,,,,,,,,,3.4364,0.1470
64,,,,,,,,,,,,,1.4891,0.1813
65,,,,,,,,,,,,,4.0000,2.0000
66,,,,,,,,,,,,,0.7215,0.6432
67,,,,,,,,,,,,,1.0298,0.3532
68,,,,,,,,,,,,,3.1189,0.2694
69,,,,,,,,,,,,,1.8416,0.0633
70,,,,,,,,,,,,,3.4232,0.2379
71,,,,,,,,,,,,,0.0350,0.7061
72,,,,,,,,,,,,,0.5262,2.0000
