Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ISI4	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
119.9425	113.5082	124.2438	130.7438	5.0000	7.4343	0.0000	6.7356	0.0000	1.0000	4.0000	6.5000	4.0000	
124.0122	121.9425	128.2631	134.7631	4.0000	3.0697	0.0000	2.3206	0.0000	1.0000	4.0000	6.5000	4.0000	
129.0218	126.0122	139.0122	145.5122	15.0000	4.0096	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
135.4613	131.0218	136.4580	142.9580	13.0000	5.4395	0.0000	1.4362	0.0000	1.0000	4.0000	6.5000	4.0000	
140.6318	137.4613	142.5482	149.0482	6.0000	4.1705	0.0000	1.0869	0.0000	1.0000	4.0000	6.5000	4.0000	
145.7187	142.6318	149.6519	156.1519	3.0000	4.0868	0.0000	3.0200	0.0000	1.0000	4.0000	6.5000	4.0000	
151.5659	147.7187	152.9025	159.4025	13.0000	4.8472	0.0000	1.1838	0.0000	1.0000	4.0000	6.5000	4.0000	
158.2628	153.5659	161.7820	168.2820	6.0000	5.6969	0.0000	4.2161	0.0000	1.0000	4.0000	6.5000	4.0000	
167.1002	160.2628	166.6234	173.1234	10.0000	7.8375	0.0000	2.3606	0.0000	1.0000	4.0000	6.5000	4.0000	
171.5308	169.1002	175.8133	182.3133	5.0000	3.4306	0.0000	2.7131	0.0000	1.0000	4.0000	6.5000	4.0000	
178.4981	173.5308	182.7478	189.2478	7.0000	5.9673	0.0000	5.2170	0.0000	1.0000	4.0000	6.5000	4.0000	
183.8302	180.4981	188.8334	195.3334	5.0000	4.3321	0.0000	4.3353	0.0000	1.0000	4.0000	6.5000	4.0000	
187.9765	185.8302	195.4048	201.9048	7.0000	3.1463	0.0000	5.5747	0.0000	1.0000	4.0000	6.5000	4.0000	
195.5792	189.9765	197.4839	203.9839	1.0000	6.6027	0.0000	3.5074	0.0000	1.0000	4.0000	6.5000	4.0000	
205.5792	197.5792	206.2195	212.7195	2.0000	9.0000	0.0000	4.6403	0.0000	1.0000	4.0000	6.5000	4.0000	
214.9701	207.5792	216.3202	222.8202	11.0000	8.3908	0.0000	4.7410	0.0000	1.0000	4.0000	6.5000	4.0000	
224.9701	216.9701	227.7360	234.2360	14.0000	9.0000	0.0000	6.7659	0.0000	1.0000	4.0000	6.5000	4.0000	
229.9015	226.9701	233.1800	239.6800	14.0000	3.9315	0.0000	2.2099	0.0000	1.0000	4.0000	6.5000	4.0000	
233.0572	231.9015	237.6402	244.1402	5.0000	2.1556	0.0000	1.7387	0.0000	1.0000	4.0000	6.5000	4.0000	
240.2359	235.0572	246.8860	253.3860	2.0000	6.1788	0.0000	7.8289	0.0000	1.0000	4.0000	6.5000	4.0000	
250.2359	242.2359	248.7729	255.2729	13.0000	9.0000	0.0000	2.5369	0.0000	1.0000	4.0000	6.5000	4.0000	
252.3787	252.2359	258.6198	265.1198	16.0000	1.1427	0.0000	2.3838	0.0000	1.0000	4.0000	6.5000	4.0000	
257.5572	254.3787	261.9944	268.4944	12.0000	4.1785	0.0000	3.6157	0.0000	1.0000	4.0000	6.5000	4.0000	
267.5572	259.5572	268.4269	274.9269	12.0000	9.0000	0.0000	4.8697	0.0000	1.0000	4.0000	6.5000	4.0000	
271.8524	269.5572	278.6562	285.1562	17.0000	3.2953	0.0000	5.0990	0.0000	1.0000	4.0000	6.5000	4.0000	
275.0892	273.8524	280.6942	287.1942	18.0000	2.2368	0.0000	2.8418	0.0000	1.0000	4.0000	6.5000	4.0000	
285.0892	277.0892	285.3143	291.8143	15.0000	9.0000	0.0000	4.2251	0.0000	1.0000	4.0000	6.5000	4.0000	
287.4759	287.0892	295.8302	302.3302	16.0000	1.3867	0.0000	4.7410	0.0000	1.0000	4.0000	6.5000	4.0000	
293.0702	289.4759	294.5590	301.0590	2.0000	4.5943	0.0000	1.0831	0.0000	1.0000	4.0000	6.5000	4.0000	
297.5213	295.0702	305.5807	312.0807	11.0000	3.4510	0.0000	6.5104	0.0000	1.0000	4.0000	6.5000	4.0000	
303.2667	299.5213	309.7179	316.2179	14.0000	4.7455	0.0000	6.1966	0.0000	1.0000	4.0000	6.5000	4.0000	
310.2340	305.2667	312.0846	318.5846	14.0000	5.9673	0.0000	2.8179	0.0000	1.0000	4.0000	6.5000	4.0000	
313.1359	312.2340	319.4958	325.9958	9.0000	1.9019	0.0000	3.2618	0.0000	1.0000	4.0000	6.5000	4.0000	
315.1965	315.1359	327.5702	334.0702	5.0000	1.0606	0.0000	8.4343	0.0000	1.0000	4.0000	6.5000	4.0000	
325.1965	317.1965	323.3688	329.8688	11.0000	9.0000	0.0000	2.1723	0.0000	1.0000	4.0000	6.5000	4.0000	
330.0441	327.1965	338.5550	345.0550	5.0000	3.8476	0.0000	7.3585	0.0000	1.0000	4.0000	6.5000	4.0000	
332.7855	332.0441	342.2751	348.7751	18.0000	1.7413	0.0000	6.2309	0.0000	1.0000	4.0000	6.5000	4.0000	
340.7941	334.7855	344.4781	350.9781	8.0000	7.0086	0.0000	5.6926	0.0000	1.0000	4.0000	6.5000	4.0000	
350.7941	342.7941	348.3412	354.8412	3.0000	9.0000	0.0000	1.5471	0.0000	1.0000	4.0000	6.5000	4.0000	
357.3207	352.7941	359.7694	366.2694	6.0000	5.5266	0.0000	2.9753	0.0000	1.0000	4.0000	6.5000	4.0000	
364.7127	359.3207	365.1395	371.6395	5.0000	6.3920	0.0000	1.8188	0.0000	1.0000	4.0000	6.5000	4.0000	
374.7127	366.7127	373.8875	380.3875	15.0000	9.0000	0.0000	3.1749	0.0000	1.0000	4.0000	6.5000	4.0000	
379.4608	376.7127	389.7127	396.2127	4.0000	3.7481	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
384.1705	381.4608	387.5922	394.0922	11.0000	3.7097	0.0000	2.1314	0.0000	1.0000	4.0000	6.5000	4.0000	
387.5336	386.1705	392.9349	399.4349	17.0000	2.3631	0.0000	2.7644	0.0000	1.0000	4.0000	6.5000	4.0000	
393.1519	389.5336	395.0293	401.5293	3.0000	4.6183	0.0000	1.4957	0.0000	1.0000	4.0000	6.5000	4.0000	
396.0043	395.1519	400.1923	406.6923	8.0000	1.8525	0.0000	1.0405	0.0000	1.0000	4.0000	6.5000	4.0000	
403.7165	398.0043	410.9095	417.4095	12.0000	6.7122	0.0000	8.9052	0.0000	1.0000	4.0000	6.5000	4.0000	
405.8442	405.7165	413.8193	420.3193	12.0000	1.1277	0.0000	4.1028	0.0000	1.0000	4.0000	6.5000	4.0000	
415.8442	407.8442	413.3828	419.8828	7.0000	9.0000	0.0000	1.5387	0.0000	1.0000	4.0000	6.5000	4.0000	
418.2309	417.8442	427.0611	433.5611	4.0000	1.3867	0.0000	5.2170	0.0000	1.0000	4.0000	6.5000	4.0000	
423.3797	420.2309	425.8047	432.3047	5.0000	4.1488	0.0000	1.5738	0.0000	1.0000	4.0000	6.5000	4.0000	
425.7270	425.3797	434.2274	440.7274	1.0000	1.3473	0.0000	4.8477	0.0000	1.0000	4.0000	6.5000	4.0000	
429.4716	427.7270	435.8227	442.3227	9.0000	2.7447	0.0000	4.0958	0.0000	1.0000	4.0000	6.5000	4.0000	
432.6300	431.4716	440.0534	446.5534	14.0000	2.1584	0.0000	4.5818	0.0000	1.0000	4.0000	6.5000	4.0000	
442.6300	434.6300	441.6582	448.1582	16.0000	9.0000	0.0000	3.0282	0.0000	1.0000	4.0000	6.5000	4.0000	
446.0926	444.6300	451.9265	458.4265	10.0000	2.4626	0.0000	3.2965	0.0000	1.0000	4.0000	6.5000	4.0000	
451.3651	448.0926	456.4921	462.9921	15.0000	4.2725	0.0000	4.3994	0.0000	1.0000	4.0000	6.5000	4.0000	
458.6377	453.3651	458.7039	465.2039	7.0000	6.2726	0.0000	1.3387	0.0000	1.0000	4.0000	6.5000	4.0000	
466.3335	460.6377	465.7318	472.2318	11.0000	6.6958	0.0000	1.0941	0.0000	1.0000	4.0000	6.5000	4.0000	
475.3864	468.3335	474.5560	481.0560	15.0000	8.0529	0.0000	2.2225	0.0000	1.0000	4.0000	6.5000	4.0000	
481.0690	477.3864	485.6418	492.1418	17.0000	4.6826	0.0000	4.2554	0.0000	1.0000	4.0000	6.5000	4.0000	
487.0820	483.0690	496.0690	502.5690	14.0000	5.0130	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
491.9297	489.0820	501.5632	508.0632	1.0000	3.8476	0.0000	8.4811	0.0000	1.0000	4.0000	6.5000	4.0000	
494.9044	493.9297	506.9297	513.4297	6.0000	1.9747	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
503.4870	496.9044	502.2916	508.7916	10.0000	7.5826	0.0000	1.3872	0.0000	1.0000	4.0000	6.5000	4.0000	
511.4606	505.4870	516.8302	523.3302	9.0000	6.9736	0.0000	7.3431	0.0000	1.0000	4.0000	6.5000	4.0000	
521.3743	513.4606	526.4606	532.9606	12.0000	8.9137	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
528.5392	523.3743	531.1631	537.6631	12.0000	6.1649	0.0000	3.7888	0.0000	1.0000	4.0000	6.5000	4.0000	
538.5392	530.5392	543.5392	550.0392	12.0000	9.0000	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
548.3500	540.5392	553.5392	560.0392	14.0000	8.8108	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
555.2667	550.3500	556.8477	563.3477	2.0000	5.9167	0.0000	2.4977	0.0000	1.0000	4.0000	6.5000	4.0000	
558.9848	557.2667	570.2667	576.7667	7.0000	2.7180	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
564.6674	560.9848	570.8091	577.3091	3.0000	4.6826	0.0000	5.8243	0.0000	1.0000	4.0000	6.5000	4.0000	
569.0979	566.6674	572.4862	578.9862	9.0000	3.4306	0.0000	1.8188	0.0000	1.0000	4.0000	6.5000	4.0000	
577.2083	571.0979	584.0979	590.5979	4.0000	7.1103	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
579.5037	579.2083	592.2083	598.7083	3.0000	1.2954	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
586.9632	581.5037	588.8001	595.3001	6.0000	6.4595	0.0000	3.2965	0.0000	1.0000	4.0000	6.5000	4.0000	
591.9970	588.9632	594.5754	601.0754	12.0000	4.0338	0.0000	1.6123	0.0000	1.0000	4.0000	6.5000	4.0000	
595.7009	593.9970	606.9970	613.4970	16.0000	2.7039	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
602.0989	597.7009	605.1253	611.6253	4.0000	5.3980	0.0000	3.4244	0.0000	1.0000	4.0000	6.5000	4.0000	
604.4842	604.0989	614.5279	621.0279	3.0000	1.3853	0.0000	6.4290	0.0000	1.0000	4.0000	6.5000	4.0000	
606.9382	606.4842	618.6110	625.1110	6.0000	1.4540	0.0000	8.1268	0.0000	1.0000	4.0000	6.5000	4.0000	
609.5816	608.9382	617.1512	623.6512	13.0000	1.6434	0.0000	4.2131	0.0000	1.0000	4.0000	6.5000	4.0000	
614.1474	611.5816	617.3964	623.8964	17.0000	3.5658	0.0000	1.8148	0.0000	1.0000	4.0000	6.5000	4.0000	
620.4192	616.1474	628.5088	635.0088	12.0000	5.2718	0.0000	8.3615	0.0000	1.0000	4.0000	6.5000	4.0000	
630.4192	622.4192	629.9941	636.4941	11.0000	9.0000	0.0000	3.5749	0.0000	1.0000	4.0000	6.5000	4.0000	
632.4553	632.4192	645.4192	651.9192	17.0000	1.0362	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
636.3007	634.4553	647.4553	653.9553	3.0000	2.8454	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
641.7390	638.3007	645.3562	651.8562	11.0000	4.4383	0.0000	3.0555	0.0000	1.0000	4.0000	6.5000	4.0000	
651.1484	643.7390	656.7390	663.2390	13.0000	8.4094	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
653.5694	653.1484	665.2752	671.7752	9.0000	1.4210	0.0000	8.1268	0.0000	1.0000	4.0000	6.5000	4.0000	
655.8619	655.5694	665.5008	672.0008	15.0000	1.2925	0.0000	5.9314	0.0000	1.0000	4.0000	6.5000	4.0000	
658.9857	657.8619	664.8623	671.3623	18.0000	2.1239	0.0000	3.0005	0.0000	1.0000	4.0000	6.5000	4.0000	
661.4437	660.9857	669.8009	676.3009	3.0000	1.4579	0.0000	4.8151	0.0000	1.0000	4.0000	6.5000	4.0000	
664.5675	663.4437	673.1363	679.6363	9.0000	2.1239	0.0000	5.6926	0.0000	1.0000	4.0000	6.5000	4.0000	
667.2949	666.5675	672.1913	678.6913	13.0000	1.7274	0.0000	1.6238	0.0000	1.0000	4.0000	6.5000	4.0000	
675.4825	669.2949	679.4589	685.9589	8.0000	7.1876	0.0000	6.1640	0.0000	1.0000	4.0000	6.5000	4.0000	
678.5757	677.4825	686.0643	692.5643	5.0000	2.0932	0.0000	4.5818	0.0000	1.0000	4.0000	6.5000	4.0000	
683.4579	680.5757	686.6413	693.1413	9.0000	3.8821	0.0000	2.0656	0.0000	1.0000	4.0000	6.5000	4.0000	
693.4579	685.4579	698.4579	704.9579	14.0000	9.0000	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
697.7495	695.4579	708.4579	714.9579	14.0000	3.2916	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
707.7495	699.7495	704.7690	711.2690	8.0000	9.0000	0.0000	1.0195	0.0000	1.0000	4.0000	6.5000	4.0000	
717.7495	709.7495	717.9565	724.4565	13.0000	9.0000	0.0000	4.2069	0.0000	1.0000	4.0000	6.5000	4.0000	
722.0412	719.7495	724.9792	731.4792	13.0000	3.2916	0.0000	1.2297	0.0000	1.0000	4.0000	6.5000	4.0000	
730.1444	724.0412	734.9229	741.4229	7.0000	7.1032	0.0000	6.8817	0.0000	1.0000	4.0000	6.5000	4.0000	
733.8681	732.1444	741.8798	748.3798	7.0000	2.7237	0.0000	5.7354	0.0000	1.0000	4.0000	6.5000	4.0000	
738.6939	735.8681	743.9580	750.4580	2.0000	3.8258	0.0000	4.0899	0.0000	1.0000	4.0000	6.5000	4.0000	
740.8498	740.6939	753.6656	760.1656	4.0000	1.1559	0.0000	8.9717	0.0000	1.0000	4.0000	6.5000	4.0000	
750.8498	742.8498	749.8361	756.3361	16.0000	9.0000	0.0000	2.9863	0.0000	1.0000	4.0000	6.5000	4.0000	
756.5370	752.8498	758.0022	764.5022	13.0000	4.6872	0.0000	1.1524	0.0000	1.0000	4.0000	6.5000	4.0000	
759.1592	758.5370	765.7823	772.2823	18.0000	1.6221	0.0000	3.2453	0.0000	1.0000	4.0000	6.5000	4.0000	
762.3176	761.1592	766.6714	773.1714	17.0000	2.1584	0.0000	1.5123	0.0000	1.0000	4.0000	6.5000	4.0000	
765.7056	764.3176	771.1161	777.6161	3.0000	2.3880	0.0000	2.7985	0.0000	1.0000	4.0000	6.5000	4.0000	
769.7753	767.7056	775.9186	782.4186	11.0000	3.0697	0.0000	4.2131	0.0000	1.0000	4.0000	6.5000	4.0000	
778.2096	771.7753	779.0103	785.5103	11.0000	7.4343	0.0000	3.2350	0.0000	1.0000	4.0000	6.5000	4.0000	
788.2096	780.2096	788.4650	794.9650	9.0000	9.0000	0.0000	4.2554	0.0000	1.0000	4.0000	6.5000	4.0000	
790.8104	790.2096	796.0244	802.5244	9.0000	1.6008	0.0000	1.8148	0.0000	1.0000	4.0000	6.5000	4.0000	
793.1058	792.8104	802.0423	808.5423	11.0000	1.2954	0.0000	5.2319	0.0000	1.0000	4.0000	6.5000	4.0000	
800.2708	795.1058	806.7174	813.2174	10.0000	6.1649	0.0000	7.6116	0.0000	1.0000	4.0000	6.5000	4.0000	
808.8534	802.2708	808.9956	815.4956	7.0000	7.5826	0.0000	2.7249	0.0000	1.0000	4.0000	6.5000	4.0000	
818.8534	810.8534	823.8534	830.3534	18.0000	9.0000	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
821.7198	820.8534	827.5411	834.0411	6.0000	1.8664	0.0000	2.6877	0.0000	1.0000	4.0000	6.5000	4.0000	
825.3003	823.7198	835.0222	841.5222	6.0000	2.5806	0.0000	7.3024	0.0000	1.0000	4.0000	6.5000	4.0000	
829.3701	827.3003	832.6197	839.1197	1.0000	3.0697	0.0000	1.3193	0.0000	1.0000	4.0000	6.5000	4.0000	
835.3895	831.3701	844.3701	850.8701	11.0000	5.0194	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
839.7088	837.3895	849.3176	855.8176	9.0000	3.3194	0.0000	7.9282	0.0000	1.0000	4.0000	6.5000	4.0000	
843.2374	841.7088	851.4283	857.9283	4.0000	2.5286	0.0000	5.7195	0.0000	1.0000	4.0000	6.5000	4.0000	
849.7980	845.2374	858.2374	864.7374	6.0000	5.5605	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
859.7608	851.7980	857.4444	863.9444	17.0000	8.9629	0.0000	1.6464	0.0000	1.0000	4.0000	6.5000	4.0000	
863.9072	861.7608	869.0612	875.5612	2.0000	3.1463	0.0000	3.3003	0.0000	1.0000	4.0000	6.5000	4.0000	
873.7541	865.9072	872.0150	878.5150	7.0000	8.8469	0.0000	2.1078	0.0000	1.0000	4.0000	6.5000	4.0000	
881.4171	875.7541	882.8706	889.3706	16.0000	6.6631	0.0000	3.1165	0.0000	1.0000	4.0000	6.5000	4.0000	
891.4171	883.4171	889.8009	896.3009	7.0000	9.0000	0.0000	2.3838	0.0000	1.0000	4.0000	6.5000	4.0000	
893.8298	893.4171	900.4272	906.9272	13.0000	1.4127	0.0000	3.0101	0.0000	1.0000	4.0000	6.5000	4.0000	
900.8970	895.8298	908.8298	915.3298	13.0000	6.0672	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
903.5939	902.8970	913.0654	919.5654	2.0000	1.6969	0.0000	6.1684	0.0000	1.0000	4.0000	6.5000	4.0000	
905.9750	905.5939	910.7988	917.2988	18.0000	1.3811	0.0000	1.2050	0.0000	1.0000	4.0000	6.5000	4.0000	
913.1399	907.9750	913.0285	919.5285	17.0000	6.1649	0.0000	1.0535	0.0000	1.0000	4.0000	6.5000	4.0000	
923.1200	915.1399	922.1599	928.6599	7.0000	8.9801	0.0000	3.0200	0.0000	1.0000	4.0000	6.5000	4.0000	
926.0699	925.1200	935.1803	941.6803	15.0000	1.9499	0.0000	6.0603	0.0000	1.0000	4.0000	6.5000	4.0000	
935.2722	928.0699	940.2082	946.7082	9.0000	8.2023	0.0000	8.1382	0.0000	1.0000	4.0000	6.5000	4.0000	
938.3650	937.2722	946.7471	953.2471	15.0000	2.0928	0.0000	5.4749	0.0000	1.0000	4.0000	6.5000	4.0000	
940.4028	940.3650	947.4205	953.9205	10.0000	1.0378	0.0000	3.0555	0.0000	1.0000	4.0000	6.5000	4.0000	
945.1788	942.4028	949.5777	956.0777	3.0000	3.7760	0.0000	3.1749	0.0000	1.0000	4.0000	6.5000	4.0000	
947.8222	947.1788	957.9818	964.4818	14.0000	1.6434	0.0000	6.8030	0.0000	1.0000	4.0000	6.5000	4.0000	
953.2605	949.8222	960.9635	967.4635	12.0000	4.4383	0.0000	7.1413	0.0000	1.0000	4.0000	6.5000	4.0000	
955.3711	955.2605	966.6480	973.1480	4.0000	1.1106	0.0000	7.3875	0.0000	1.0000	4.0000	6.5000	4.0000	
960.0708	957.3711	967.4420	973.9420	5.0000	3.6997	0.0000	6.0709	0.0000	1.0000	4.0000	6.5000	4.0000	
968.6331	962.0708	972.2348	978.7348	2.0000	7.5623	0.0000	6.1640	0.0000	1.0000	4.0000	6.5000	4.0000	
977.4606	970.6331	980.2078	986.7078	9.0000	7.8274	0.0000	5.5747	0.0000	1.0000	4.0000	6.5000	4.0000	
982.7137	979.4606	989.3606	995.8606	7.0000	4.2531	0.0000	5.9000	0.0000	1.0000	4.0000	6.5000	4.0000	
985.8720	984.7137	994.0832	1000.5832	2.0000	2.1584	0.0000	5.3696	0.0000	1.0000	4.0000	6.5000	4.0000	
989.4358	987.8720	997.6660	1004.1660	18.0000	2.5638	0.0000	5.7939	0.0000	1.0000	4.0000	6.5000	4.0000	
995.5403	991.4358	996.9069	1003.4069	13.0000	5.1044	0.0000	1.4710	0.0000	1.0000	4.0000	6.5000	4.0000	
1005.5403	997.5403	1003.6716	1010.1716	4.0000	9.0000	0.0000	2.1314	0.0000	1.0000	4.0000	6.5000	4.0000	
1008.0549	1007.5403	1012.9455	1019.4455	12.0000	1.5146	0.0000	1.4053	0.0000	1.0000	4.0000	6.5000	4.0000	
1014.2594	1010.0549	1017.6623	1024.1623	13.0000	5.2045	0.0000	3.6075	0.0000	1.0000	4.0000	6.5000	4.0000	
1017.1662	1016.2594	1021.3120	1027.8120	11.0000	1.9068	0.0000	1.0526	0.0000	1.0000	4.0000	6.5000	4.0000	
1021.7203	1019.1662	1027.6866	1034.1866	17.0000	3.5541	0.0000	4.5204	0.0000	1.0000	4.0000	6.5000	4.0000	
1025.4694	1023.7203	1030.8417	1037.3417	14.0000	2.7491	0.0000	3.1214	0.0000	1.0000	4.0000	6.5000	4.0000	
1030.3218	1027.4694	1040.4694	1046.9694	11.0000	3.8524	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
1036.2996	1032.3218	1039.5836	1046.0836	1.0000	4.9778	0.0000	3.2618	0.0000	1.0000	4.0000	6.5000	4.0000	
1040.7302	1038.2996	1046.5247	1053.0247	16.0000	3.4306	0.0000	4.2251	0.0000	1.0000	4.0000	6.5000	4.0000	
1047.6946	1042.7302	1049.0413	1055.5413	15.0000	5.9644	0.0000	2.3111	0.0000	1.0000	4.0000	6.5000	4.0000	
1051.0534	1049.6946	1055.0998	1061.5998	2.0000	2.3588	0.0000	1.4053	0.0000	1.0000	4.0000	6.5000	4.0000	
1054.3744	1053.0534	1062.9848	1069.4848	11.0000	2.3210	0.0000	5.9314	0.0000	1.0000	4.0000	6.5000	4.0000	
1064.3744	1056.3744	1061.9982	1068.4982	17.0000	9.0000	0.0000	1.6238	0.0000	1.0000	4.0000	6.5000	4.0000	
1067.5387	1066.3744	1074.5714	1081.0714	12.0000	2.1643	0.0000	4.1970	0.0000	1.0000	4.0000	6.5000	4.0000	
1071.1485	1069.5387	1074.6328	1081.1328	7.0000	2.6098	0.0000	1.0941	0.0000	1.0000	4.0000	6.5000	4.0000	
1073.3131	1073.1485	1086.1485	1092.6485	10.0000	1.1646	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
1076.2118	1075.3131	1080.7493	1087.2493	10.0000	1.8987	0.0000	1.4362	0.0000	1.0000	4.0000	6.5000	4.0000	
1080.9039	1078.2118	1084.8386	1091.3386	7.0000	3.6922	0.0000	2.6268	0.0000	1.0000	4.0000	6.5000	4.0000	
1084.5902	1082.9039	1095.9039	1102.4039	18.0000	2.6862	0.0000	9.0000	0.0000	1.0000	4.0000	6.5000	4.0000	
1087.0920	1086.5902	1091.7425	1098.2425	1.0000	1.5019	0.0000	1.1524	0.0000	1.0000	4.0000	6.5000	4.0000	
1092.3487	1089.0920	1100.6300	1107.1300	4.0000	4.2566	0.0000	7.5380	0.0000	1.0000	4.0000	6.5000	4.0000	
1095.2741	1094.3487	1105.4367	1111.9367	12.0000	1.9255	0.0000	7.0880	0.0000	1.0000	4.0000	6.5000	4.0000	
1099.3547	1097.2741	1102.4856	1108.9856	10.0000	3.0805	0.0000	1.2114	0.0000	1.0000	4.0000	6.5000	4.0000	
1109.3547	1101.3547	1107.4850	1113.9850	4.0000	9.0000	0.0000	2.1304	0.0000	1.0000	4.0000	6.5000	4.0000	
1114.6589	1111.3547	1117.2156	1123.7156	17.0000	4.3042	0.0000	1.8609	0.0000	1.0000	4.0000	6.5000	4.0000	
1116.9293	1116.6589	1122.7937	1129.2937	9.0000	1.2704	0.0000	2.1348	0.0000	1.0000	4.0000	6.5000	4.0000	
1120.8963	1118.9293	1124.5242	1131.0242	17.0000	2.9670	0.0000	1.5949	0.0000	1.0000	4.0000	6.5000	4.0000	
1123.5180	1122.8963	1129.9064	1136.4064	5.0000	1.6217	0.0000	3.0101	0.0000	1.0000	4.0000	6.5000	4.0000	
1126.9860	1125.5180	1135.1664	1141.6664	5.0000	2.4680	0.0000	5.6484	0.0000	1.0000	4.0000	6.5000	4.0000	
1134.6982	1128.9860	1138.3556	1144.8556	13.0000	6.7122	0.0000	5.3696	0.0000	1.0000	4.0000	6.5000	4.0000	
